기준년월,지자체,방문자 구분,방문자수
202404,상암동,전체방문자(a+b+c),2273502.0
202405,망원1동,현지인방문자(a),668276.0
202405,망원1동,외지인방문자(b),535633.0
202405,망원1동,외국인방문자(c),7465.0
202405,망원1동,외부방문자(b+c),543098.0
202405,망원1동,전체방문자(a+b+c),1211374.0
202405,망원2동,현지인방문자(a),505477.0
202405,망원2동,외지인방문자(b),402640.0
202405,망원2동,외국인방문자(c),3370.0
202405,망원2동,외부방문자(b+c),406010.0
202405,망원2동,전체방문자(a+b+c),911487.0
202405,성산1동,현지인방문자(a),470043.0
202405,성산1동,외지인방문자(b),265346.0
202405,성산1동,외국인방문자(c),5272.0
202405,성산1동,외부방문자(b+c),270617.0
202405,성산1동,전체방문자(a+b+c),740660.0
202405,성산2동,현지인방문자(a),773280.0
202405,성산2동,외지인방문자(b),883666.0
202405,성산2동,외국인방문자(c),3166.0
202405,성산2동,외부방문자(b+c),886832.0
202405,성산2동,전체방문자(a+b+c),1660112.0
202405,상암동,현지인방문자(a),1081150.0
202405,상암동,외지인방문자(b),1320302.0
202405,상암동,외국인방문자(c),8017.0
202405,상암동,외부방문자(b+c),1328318.0
202405,상암동,전체방문자(a+b+c),2409468.0
